
==========================================================================================
### PARALLAX FACEBOOK LOGIN LOGGER
==========================================================================================
[2026-09-01 01:06:02.128] [INFO] ADB_SERIAL=10.81.221.116:42435
[2026-09-01 01:06:02.128] [INFO] TARGET=com.onecore.loader
[2026-09-01 01:06:02.129] [INFO] Sensitive auth/token/cookie/password values are automatically redacted.

==========================================================================================
### DEVICE INFORMATION
==========================================================================================
[2026-09-01 01:06:02.238] [SERIAL] [aaudio.hw_burst_min_usec]: [2000]
[2026-09-01 01:06:41.113] [LOGCAT] 09-01 01:06:40.742  1667  1667 I vendor.qti.hardware.servicetrackeraidl-service: destroyService is called for service : in.jfs.jiofinance/androidx.work.impl.background.systemjob.SystemJobService
[2026-09-01 01:06:41.113] [LOGCAT] 09-01 01:06:40.742 20127 20127 D BoundBrokerSvc: onBind: Intent { act=com.google.android.gms.onboardingconsent.api.ConsentManagerApiService.START dat=chimera-action:/... xflg=0x4 cmp=com.google.android.gms/.chimera.GmsApiService }
[2026-09-01 01:06:41.113] [LOGCAT] 09-01 01:06:40.742 20127 20127 D BoundBrokerSvc: Loading bound service for intent: Intent { act=com.google.android.gms.onboardingconsent.api.ConsentManagerApiService.START dat=chimera-action:/... xflg=0x4 cmp=com.google.android.gms/.chimera.GmsApiService }
[2026-09-01 01:06:41.113] [LOGCAT] 09-01 01:06:40.744  2463  3186 D BackgroundInstallControlService: Package event received: 0
[2026-09-01 01:06:41.114] [LOGCAT] 09-01 01:06:40.744  2463  3186 D BackgroundInstallControlService: Package event received: 0
[2026-09-01 01:06:41.114] [LOGCAT] 09-01 01:06:40.747 20127 27371 I ConsentManagerApiServic: (REDACTED) ConsentManagerApiService onGetService success %s
[2026-09-01 01:06:41.114] [LOGCAT] 09-01 01:06:40.749 19926 19926 D WVCdm   : [cdm_engine.cpp(581):QueryStatus] security_level = Default, query_token = HdcpLevel
[2026-09-01 01:06:41.114] [LOGCAT] 09-01 01:06:40.750 12082 12092 I com.qti.qcc: Explicit concurrent mark compact GC freed 300KB AllocSpace bytes, 2(40KB) LOS objects, 82% free, 1751KB/9943KB, paused 135us,1.253ms total 4.794ms
[2026-09-01 01:06:41.114] [LOGCAT] 09-01 01:06:40.751  3490  3490 D RILJ    : [0821]> GET_ACTIVITY_INFO [PHONE0]
[2026-09-01 01:06:41.114] [LOGCAT] 09-01 01:06:40.753   955  1083 D OPS_SERVICE: OPS_SERVICE Dispatch starts!
[2026-09-01 01:06:41.114] [LOGCAT] 09-01 01:06:40.753   955  1083 D OPS_SERVICE: before calling ioctl to read the next ops_cmd
[2026-09-01 01:06:41.114] [LOGCAT] 09-01 01:06:40.753   955  1083 D OPS_SERVICE: OPS Received command id = 0
[2026-09-01 01:06:41.114] [LOGCAT] 09-01 01:06:40.753   955  1083 D OPS_SERVICE: set_display_clock_vote 1
[2026-09-01 01:06:41.114] [LOGCAT] 09-01 01:06:40.753 11764 11810 W HWUI    : Image decoding logging dropped!
[2026-09-01 01:06:41.114] [LOGCAT] 09-01 01:06:40.753   955  1083 D OPS_SERVICE: OPS_Service Dispatch ends!
[2026-09-01 01:06:41.114] [LOGCAT] 09-01 01:06:40.755   955  1081 D OPS_SERVICE: OPS_SERVICE Dispatch starts!
[2026-09-01 01:06:41.114] [LOGCAT] 09-01 01:06:40.755   955  1081 D OPS_SERVICE: before calling ioctl to read the next ops_cmd
[2026-09-01 01:06:41.114] [LOGCAT] 09-01 01:06:40.755   955  1081 D OPS_SERVICE: OPS Received command id = 0
[2026-09-01 01:06:41.114] [LOGCAT] 09-01 01:06:40.755   955  1081 D OPS_SERVICE: set_display_clock_vote 0
[2026-09-01 01:06:41.114] [LOGCAT] 09-01 01:06:40.755   955  1081 D OPS_SERVICE: OPS_Service Dispatch ends!
[2026-09-01 01:06:41.114] [LOGCAT] 09-01 01:06:40.757  3490  4069 D RILJ    : [0821]< GET_ACTIVITY_INFO ModemActivityInfo{ mTimestamp=91679736 mSleepTimeMs=0 mIdleTimeMs=0 mActivityStatsTechSpecificInfo=[{mRat=UNKNOWN,mFrequencyRange=UNKNOWN,mTxTimeMs[]=[0, 0, 0, 0, 0],mRxTimeMs=0}]} [PHONE0]
[2026-09-01 01:06:41.114] [LOGCAT] 09-01 01:06:40.757 19926 19926 D WVCdm   : [cdm_engine.cpp(581):QueryStatus] security_level = Default, query_token = MaxHdcpLevel
[2026-09-01 01:06:41.115] [LOGCAT] 09-01 01:06:40.758  2463  3904 D TelephonyManager: requestModemActivityInfo: Sending result to app: ModemActivityInfo{ mTimestamp=91679736 mSleepTimeMs=78914145 mIdleTimeMs=1789403 mActivityStatsTechSpecificInfo=[{mRat=UNKNOWN,mFrequencyRange=UNKNOWN,mTxTimeMs[]=[152034, 150718, 148896, 86186, 270799],mRxTimeMs=9670017}]}
[2026-09-01 01:06:41.115] [LOGCAT] 09-01 01:06:40.758 19926 19926 D WVCdm   : [cdm_engine.cpp(581):QueryStatus] security_level = Default, query_token = MaxUsageEntriesSupported
[2026-09-01 01:06:41.115] [LOGCAT] 09-01 01:06:40.759 19756 19756 I AutofillManager: onInvisibleForAutofill(): expiringResponse
[2026-09-01 01:06:41.115] [LOGCAT] 09-01 01:06:40.759 19926 19926 I WVCdm   : [(0):] L3 Terminate.
[2026-09-01 01:06:41.115] [LOGCAT] 09-01 01:06:40.760 19926 19926 I WVCdm   : [oemcrypto_adapter_dynamic.cpp(843):Level1Terminate] L1 Terminate
[2026-09-01 01:06:41.115] [LOGCAT] 09-01 01:06:40.760 19756 19756 I wm_on_stop_called: [185342425,com.onecore.loader.activity.LoginActivity,LIFECYCLER_STOP_ACTIVITY,0]
[2026-09-01 01:06:41.115] [LOGCAT] 09-01 01:06:40.760  2463  5106 D PresentationStatsEventLogger: Not setting no presentation reason because it already exists
[2026-09-01 01:06:41.115] [LOGCAT] 09-01 01:06:40.760 19926 19926 I QCOM-OEMCrypto: OEMCrypto_Terminate
[2026-09-01 01:06:41.115] [LOGCAT] 09-01 01:06:40.760 19926 19926 I QCOM-OEMCrypto: Cleanup OEMCrypto library
[2026-09-01 01:06:41.115] [LOGCAT] 09-01 01:06:40.760  2463  5106 W PresentationStatsEventLogger: Empty dataset. Autofill ignoring log
[2026-09-01 01:06:41.115] [LOGCAT] 09-01 01:06:40.760 19756 19756 W WindowOnBackDispatcher: sendCancelIfRunning: isInProgress=false callback=android.app.Activity$$ExternalSyntheticLambda0@3b79155
[2026-09-01 01:06:41.115] [LOGCAT] 09-01 01:06:40.760  1510  4734 I vendor.qti.bluetooth@1.1-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
[2026-09-01 01:06:41.115] [LOGCAT] 09-01 01:06:40.760  2463  3127 W FillResponseEventLogger: Shouldn't be logging AutofillFillRequestReported again for same event
[2026-09-01 01:06:41.115] [LOGCAT] 09-01 01:06:40.760  2463  3127 W PresentationStatsEventLogger: Shouldn't be logging AutofillPresentationEventReported again for same event
[2026-09-01 01:06:41.116] [LOGCAT] 09-01 01:06:40.760  2463  3127 D AutofillSession: clearPendingIntentLocked
[2026-09-01 01:06:41.116] [LOGCAT] 09-01 01:06:40.760 11764 11810 W HWUI    : Image decoding logging dropped!
[2026-09-01 01:06:41.116] [LOGCAT] 09-01 01:06:40.760 19926 19926 I QCOM-OEMCrypto: Freed all scratch buffers
[2026-09-01 01:06:41.116] [LOGCAT] 09-01 01:06:40.760  2463  3127 W AutofillInlineSuggestionsRequestSession: Never received an InlineSuggestionsRequest from the IME for 1073741824@1526555359
[2026-09-01 01:06:41.116] [LOGCAT] 09-01 01:06:40.760  2463  3127 I sysui_multi_action: [757,907,758,4,806,com.onecore.loader,871,,908,com.google.android.gms,1454,1,1456,1526555359]
[2026-09-01 01:06:41.116] [LOGCAT] 09-01 01:06:40.760 19756 19756 I wm_on_destroy_called: [185342425,com.onecore.loader.activity.LoginActivity,performDestroy,1]
[2026-09-01 01:06:41.116] [LOGCAT] 09-01 01:06:40.760  2463  3127 I sysui_multi_action: [757,919,758,4,806,com.onecore.loader,871,,908,com.google.android.gms,1455,1,1456,1526555359]
[2026-09-01 01:06:41.116] [LOGCAT] 09-01 01:06:40.761  2463  5106 D CoreBackPreview: Window{aeb6ca6 u0 com.onecore.loader/com.onecore.loader.activity.LoginActivity}: Setting back callback null
[2026-09-01 01:06:41.116] [LOGCAT] 09-01 01:06:40.761  1667  1667 I vendor.qti.hardware.servicetrackeraidl-service: bindService is called for service : com.google.android.gms/.chimera.PersistentApiService and for client com.google.android.gms.persistent
[2026-09-01 01:06:41.116] [LOGCAT] 09-01 01:06:40.761  1667  1667 I vendor.qti.hardware.servicetrackeraidl-service: total connections for service : com.google.android.gms/.chimera.PersistentApiServiceare :23
[2026-09-01 01:06:41.116] [LOGCAT] 09-01 01:06:40.761  1667  1667 I vendor.qti.hardware.servicetrackeraidl-service: total connections for client : com.google.android.gms.persistentare :7
[2026-09-01 01:06:41.116] [LOGCAT] 09-01 01:06:40.762  3683  3683 D BoundBrokerSvc: onRebind: Intent { act=com.google.android.gms.common.telemetry.service.START dat=chimera-action:/... xflg=0x4 cmp=com.google.android.gms/.chimera.PersistentApiService }
[2026-09-01 01:06:41.117] [LOGCAT] 09-01 01:06:40.763  1607  1607 W android.hardware.power.stats-service: Skipping malformed line:
[2026-09-01 01:06:41.117] [LOGCAT] 09-01 01:06:40.765 11764 11810 W HWUI    : Image decoding logging dropped!
[2026-09-01 01:06:41.117] [LOGCAT] 09-01 01:06:40.765  4063  4063 V InlineSuggestionRenderService: handleDestroySuggestionViews called for 0:1526555359
[2026-09-01 01:06:41.117] [LOGCAT] 09-01 01:06:40.766  1667  1667 I vendor.qti.hardware.servicetrackeraidl-service: bindService is called for service : com.google.android.gms/.chimera.PersistentApiService and for client in.jfs.jiofinance
[2026-09-01 01:06:41.117] [LOGCAT] 09-01 01:06:40.766  1667  1667 I vendor.qti.hardware.servicetrackeraidl-service: total connections for service : com.google.android.gms/.chimera.PersistentApiServiceare :23
[2026-09-01 01:06:41.117] [LOGCAT] 09-01 01:06:40.766  1667  1667 I vendor.qti.hardware.servicetrackeraidl-service: total connections for client : in.jfs.jiofinanceare :7
[2026-09-01 01:06:41.117] [LOGCAT] 09-01 01:06:40.767 20127 21269 D AdvertisingIdClient: AdvertisingIdClient already created.
[2026-09-01 01:06:41.117] [LOGCAT] 09-01 01:06:40.767 20127 21269 D AdvertisingIdClient: AdvertisingIdClient is not bounded. Starting to bind it...
[2026-09-01 01:06:41.117] [LOGCAT] 09-01 01:06:40.767 19796 21266 D LicenseClient: Request to licensing reporting service sent.
[2026-09-01 01:06:41.117] [LOGCAT] 09-01 01:06:40.767  1667  1667 I vendor.qti.hardware.servicetrackeraidl-service: bindService is called for service : com.google.android.gms/.chimera.PersistentApiService and for client com.google.android.gms.persistent
[2026-09-01 01:06:41.117] [LOGCAT] 09-01 01:06:40.767 19756 19756 D ViewRootImpl: Skipping stats log for color mode
[2026-09-01 01:06:41.117] [LOGCAT] 09-01 01:06:40.767  1667  1667 I vendor.qti.hardware.servicetrackeraidl-service: total connections for service : com.google.android.gms/.chimera.PersistentApiServiceare :23
[2026-09-01 01:06:41.117] [LOGCAT] 09-01 01:06:40.767  1667  1667 I vendor.qti.hardware.servicetrackeraidl-service: total connections for client : com.google.android.gms.persistentare :7
[2026-09-01 01:06:41.118] [LOGCAT] 09-01 01:06:40.770  2344  2344 I adbd    : adbd service requested 'shell,v2,TERM=xterm-256color,raw:sh -c ps -A -o USER,PID,PPID,NAME,ARGS 2>/dev/null'
[2026-09-01 01:06:41.118] [LOGCAT] 09-01 01:06:40.770  3683  3683 D BoundBrokerSvc: onRebind: Intent { act=com.google.android.gms.auth.aang.events.services.START dat=chimera-action:/... xflg=0x4 cmp=com.google.android.gms/.chimera.PersistentApiService }
[2026-09-01 01:06:41.118] [LOGCAT] 09-01 01:06:40.770   819   819 I hwservicemanager: getTransport: Cannot find entry vendor.qti.hardware.servicetracker@1.2::IServicetracker/default in either framework or device VINTF manifest.
[2026-09-01 01:06:41.118] [LOGCAT] 09-01 01:06:40.771  2463  5107 W ActivityTaskManager: servicetracker HIDL not available
[2026-09-01 01:06:41.118] [LOGCAT] 09-01 01:06:40.771  2463  5107 E ActivityTaskManager: Unable to get servicetracker HAL instance
[2026-09-01 01:06:41.118] [LOGCAT] 09-01 01:06:40.771   819   819 I hwservicemanager: getTransport: Cannot find entry vendor.qti.hardware.servicetracker@1.2::IServicetracker/default in either framework or device VINTF manifest.
[2026-09-01 01:06:41.118] [LOGCAT] 09-01 01:06:40.771  2463  5107 W ActivityTaskManager: servicetracker HIDL not available
[2026-09-01 01:06:41.118] [LOGCAT] 09-01 01:06:40.771  2463  5107 E ActivityTaskManager: Unable to get servicetracker HAL instance
[2026-09-01 01:06:41.118] [LOGCAT] 09-01 01:06:40.773 19926 19926 D WVCdm   : [cdm_engine.cpp(581):QueryStatus] security_level = Default, query_token = MaxNumberOfSessions
[2026-09-01 01:06:41.119] [LOGCAT] 09-01 01:06:40.773 19926 19926 I WVCdm   : [file_utils.cpp(38):Exists] stat failed: ENOENT
[2026-09-01 01:06:41.119] [LOGCAT] 09-01 01:06:40.773 19926 19926 I WVCdm   : [oemcrypto_adapter_dynamic.cpp(783):Initialize] Level 3 Build Info (v18): {"soc_vendor":"L3_34137","soc_model":"ARM 64 bit","ta_ver":"18.1.0+May 15 2024_23:17:23_","uses_opk":false,"tee_os":"none","tee_os_ver":"0.0.0","form_factor":"L3","implementer":"Widevine","fused":false}
[2026-09-01 01:06:41.119] [LOGCAT] 09-01 01:06:40.774  2463  3186 D BackgroundInstallControlService: Package event received: 0
[2026-09-01 01:06:41.119] [LOGCAT] 09-01 01:06:40.774  3535  3596 I DynamicDDSService: handleMessage(ACTIVITY_INVOKE{appInfo=com.onecore.loader isFullScreen=}true)
[2026-09-01 01:06:41.119] [LOGCAT] 09-01 01:06:40.774  1667  1667 I vendor.qti.hardware.servicetrackeraidl-service: bindService is called for service : com.google.android.gms/.autofill.service.AutofillService and for client system
[2026-09-01 01:06:41.119] [LOGCAT] 09-01 01:06:40.774  1667  1667 I vendor.qti.hardware.servicetrackeraidl-service: total connections for service : com.google.android.gms/.autofill.service.AutofillServiceare :1
[2026-09-01 01:06:41.119] [LOGCAT] 09-01 01:06:40.774  1667  1667 I vendor.qti.hardware.servicetrackeraidl-service: total connections for client : systemare :40
[2026-09-01 01:06:41.119] [LOGCAT] 09-01 01:06:40.776  3683 12156 I FrewleTileCacheManagerV: (REDACTED) Fetched %d AP models from cache
[2026-09-01 01:06:41.119] [LOGCAT] 09-01 01:06:40.778  1667  1667 I vendor.qti.hardware.servicetrackeraidl-service: bindService is called for service : com.google.android.gms/.ads.identifier.service.AdvertisingIdService and for client com.google.android.gms
[2026-09-01 01:06:41.119] [LOGCAT] 09-01 01:06:40.778  1667  1667 I vendor.qti.hardware.servicetrackeraidl-service: total connections for service : com.google.android.gms/.ads.identifier.service.AdvertisingIdServiceare :2
[2026-09-01 01:06:41.120] [LOGCAT] 09-01 01:06:40.778  1667  1667 I vendor.qti.hardware.servicetrackeraidl-service: total connections for client : com.google.android.gmsare :6
[2026-09-01 01:06:41.120] [LOGCAT] 09-01 01:06:40.779  2463  3186 D BackgroundInstallControlService: Package event received: 0
[2026-09-01 01:06:41.120] [LOGCAT] 09-01 01:06:40.780 20127 21269 D AdvertisingIdClient: AdvertisingIdClient is bounded
[2026-09-01 01:06:41.120] [LOGCAT] 09-01 01:06:40.781 19926 21274 I WVCdm   : [(0):] Level3 Library 34137 May 15 2024 23:17:23
[2026-09-01 01:06:41.120] [LOGCAT] 09-01 01:06:40.783 19926 19926 I WVCdm   : [oemcrypto_adapter_dynamic.cpp(797):Initialize] L3 Initialized. Trying L1.
[2026-09-01 01:06:41.120] [LOGCAT] 09-01 01:06:40.783 19926 19926 I QCOM-OEMCrypto: OEMCrypto_Initialize
[2026-09-01 01:06:41.120] [LOGCAT] 09-01 01:06:40.783 19926 19926 I QCOM-OEMCrypto: License: Widevine: YES CPZ: YES
[2026-09-01 01:06:41.120] [LOGCAT] 09-01 01:06:40.789 11764 11810 W HWUI    : Image decoding logging dropped!
[2026-09-01 01:06:41.120] [LOGCAT] 09-01 01:06:40.790  1667  1667 I vendor.qti.hardware.servicetrackeraidl-service: bindService is called for service : com.google.android.gms/.auth.GetToken and for client com.google.android.gms.persistent
[2026-09-01 01:06:41.120] [LOGCAT] 09-01 01:06:40.790  1667  1667 I vendor.qti.hardware.servicetrackeraidl-service: total connections for service : com.google.android.gms/.auth.GetTokenare :1
[2026-09-01 01:06:41.120] [LOGCAT] 09-01 01:06:40.790  1667  1667 I vendor.qti.hardware.servicetrackeraidl-service: total connections for client : com.google.android.gms.persistentare :8
[2026-09-01 01:06:41.120] [LOGCAT] 09-01 01:06:40.796 11764 11810 W HWUI    : Image decoding logging dropped!
[2026-09-01 01:06:41.120] [LOGCAT] 09-01 01:06:40.797 20127 21269 I AdvertisingIdClient: shouldSendLog 90564011
[2026-09-01 01:06:41.120] [LOGCAT] 09-01 01:06:40.797 20127 21269 I AdvertisingIdClient: GetInfoInternal elapse 30ms
[2026-09-01 01:06:41.121] [LOGCAT] 09-01 01:06:40.800  2463  2541 E system_server: updateValue is called with a value 107488, which is lower than the previous value 107497
[2026-09-01 01:06:41.121] [LOGCAT] 09-01 01:06:40.801 11764 11810 W HWUI    : Image decoding logging dropped!
[2026-09-01 01:06:41.121] [LOGCAT] 09-01 01:06:40.807  2463  3186 D BackgroundInstallControlService: Package event received: 0
[2026-09-01 01:06:41.121] [LOGCAT] 09-01 01:06:40.808  1667  1667 I vendor.qti.hardware.servicetrackeraidl-service: bindService is called for service : com.google.android.gms/.auth.account.authenticator.GoogleAccountAuthenticatorService and for client system
[2026-09-01 01:06:41.121] [LOGCAT] 09-01 01:06:40.808  1667  1667 I vendor.qti.hardware.servicetrackeraidl-service: total connections for service : com.google.android.gms/.auth.account.authenticator.GoogleAccountAuthenticatorServiceare :1
[2026-09-01 01:06:41.121] [LOGCAT] 09-01 01:06:40.808  1667  1667 I vendor.qti.hardware.servicetrackeraidl-service: total connections for client : systemare :41
[2026-09-01 01:06:41.121] [LOGCAT] 09-01 01:06:40.816 11764 11810 W HWUI    : Image decoding logging dropped!
[2026-09-01 01:06:41.121] [LOGCAT] 09-01 01:06:40.820  1667  1667 I vendor.qti.hardware.servicetrackeraidl-service: bindService is called for service : com.google.android.gms/.chimera.GmsApiService and for client com.google.android.gms.persistent
[2026-09-01 01:06:41.121] [LOGCAT] 09-01 01:06:40.820  1667  1667 I vendor.qti.hardware.servicetrackeraidl-service: total connections for service : com.google.android.gms/.chimera.GmsApiServiceare :3
[2026-09-01 01:06:41.121] [LOGCAT] 09-01 01:06:40.820  1667  1667 I vendor.qti.hardware.servicetrackeraidl-service: total connections for client : com.google.android.gms.persistentare :8
[2026-09-01 01:06:41.121] [LOGCAT] 09-01 01:06:40.821 20127 20127 D BoundBrokerSvc: onBind: Intent { act=com.google.android.gms.semanticlocationhistory.zeroparty.service.START dat=chimera-action:/... xflg=0x4 cmp=com.google.android.gms/.chimera.GmsApiService }
[2026-09-01 01:06:41.122] [LOGCAT] 09-01 01:06:40.821 20127 20127 D BoundBrokerSvc: Loading bound service for intent: Intent { act=com.google.android.gms.semanticlocationhistory.zeroparty.service.START dat=chimera-action:/... xflg=0x4 cmp=com.google.android.gms/.chimera.GmsApiService }
[2026-09-01 01:06:41.122] [LOGCAT] 09-01 01:06:40.822  1510  4734 I vendor.qti.bluetooth@1.1-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
[2026-09-01 01:06:41.122] [LOGCAT] 09-01 01:06:40.822  1510  4734 I vendor.qti.bluetooth@1.1-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
[2026-09-01 01:06:41.122] [LOGCAT] 09-01 01:06:40.823  4049  4437 I bluetooth: system/bta/le_audio/client.cc:1746 IsInStreaming: audio_sender_state_: IDLE, audio_receiver_state_: IDLE
[2026-09-01 01:06:41.122] [LOGCAT] 09-01 01:06:40.830  1667  1667 I vendor.qti.hardware.servicetrackeraidl-service: unbindService is called for service : com.google.android.gms/.auth.account.authenticator.GoogleAccountAuthenticatorService and for client system
[2026-09-01 01:06:41.122] [LOGCAT] 09-01 01:06:40.830  1667  1667 I vendor.qti.hardware.servicetrackeraidl-service: size of service connections for service: com.google.android.gms/.auth.account.authenticator.GoogleAccountAuthenticatorServiceafter removal is 0
[2026-09-01 01:06:41.122] [LOGCAT] 09-01 01:06:40.830  1667  1667 I vendor.qti.hardware.servicetrackeraidl-service: size of client connections for client: systemafter removal is 40
[2026-09-01 01:06:41.122] [LOGCAT] 09-01 01:06:40.830  1667  1667 I vendor.qti.hardware.servicetrackeraidl-service: destroyService is called for service : com.google.android.gms/.auth.account.authenticator.GoogleAccountAuthenticatorService
[2026-09-01 01:06:41.122] [LOGCAT] 09-01 01:06:40.836  3490  3490 D RILJ    : [0822]> GET_ACTIVITY_INFO [PHONE0]
[2026-09-01 01:06:41.122] [LOGCAT] 09-01 01:06:40.838 19926 19926 I QCOM-OEMCrypto: ---------------Widevine OEMCrypto configuration-----------------
[2026-09-01 01:06:41.122] [LOGCAT] 09-01 01:06:40.838 19926 19926 I QCOM-OEMCrypto: TA-HLOS interface                      :   SMCInvoke
[2026-09-01 01:06:41.122] [LOGCAT] 09-01 01:06:40.838 19926 19926 I QCOM-OEMCrypto: Crypto Engine SMMU Virtual Address     :   Yes
[2026-09-01 01:06:41.122] [LOGCAT] 09-01 01:06:40.838 19926 19926 I QCOM-OEMCrypto: Measure elapsed time                   :   No
[2026-09-01 01:06:41.122] [LOGCAT] 09-01 01:06:40.838 19926 19926 I QCOM-OEMCrypto: Inplace decryption for clear buffer    :   Yes
[2026-09-01 01:06:41.123] [LOGCAT] 09-01 01:06:40.838 19926 19926 I QCOM-OEMCrypto: Frame Assembly                         :   Yes
[2026-09-01 01:06:41.123] [LOGCAT] 09-01 01:06:40.838 19926 19926 I QCOM-OEMCrypto: Scratch buffer size                    :   4194304
[2026-09-01 01:06:41.123] [LOGCAT] 09-01 01:06:40.838 19926 19926 I QCOM-OEMCrypto: Decrypt hash tests                     :   No
[2026-09-01 01:06:41.123] [LOGCAT] 09-01 01:06:40.838 19926 19926 I QCOM-OEMCrypto: Secure buffer tests                    :   No
[2026-09-01 01:06:41.123] [LOGCAT] 09-01 01:06:40.838 19926 19926 I QCOM-OEMCrypto: Idle mode enabled for external display :   No
[2026-09-01 01:06:41.123] [LOGCAT] 09-01 01:06:40.838 19926 19926 I QCOM-OEMCrypto: HLOS data path                       :   Yes
[2026-09-01 01:06:41.123] [LOGCAT] 09-01 01:06:40.838 19926 19926 I QCOM-OEMCrypto: ----------------------------------------------------------------
[2026-09-01 01:06:41.123] [LOGCAT] 09-01 01:06:40.838  3490  4022 D RILJ    : [0822]< GET_ACTIVITY_INFO ModemActivityInfo{ mTimestamp=91679818 mSleepTimeMs=0 mIdleTimeMs=0 mActivityStatsTechSpecificInfo=[{mRat=UNKNOWN,mFrequencyRange=UNKNOWN,mTxTimeMs[]=[0, 0, 0, 0, 0],mRxTimeMs=0}]} [PHONE0]
[2026-09-01 01:06:41.123] [LOGCAT] 09-01 01:06:40.839  2463  5106 D TelephonyManager: requestModemActivityInfo: Sending result to app: ModemActivityInfo{ mTimestamp=91679818 mSleepTimeMs=78914145 mIdleTimeMs=1789403 mActivityStatsTechSpecificInfo=[{mRat=UNKNOWN,mFrequencyRange=UNKNOWN,mTxTimeMs[]=[152034, 150718, 148896, 86186, 270799],mRxTimeMs=9670017}]}
[2026-09-01 01:06:41.123] [LOGCAT] 09-01 01:06:40.840   955  1068 D DrmLibTime: Time dispatch starts
[2026-09-01 01:06:41.123] [LOGCAT] 09-01 01:06:40.840   955  1068 D DrmLibTime: command id, time_cmd_id = 770
[2026-09-01 01:06:41.123] [LOGCAT] 09-01 01:06:40.840   955  1068 D DrmLibTime: time_getutcsec starts!
[2026-09-01 01:06:41.123] [LOGCAT] 09-01 01:06:40.840   955  1068 D DrmLibTime: QSEE Time Listener: time_getutcsec
[2026-09-01 01:06:41.124] [LOGCAT] 09-01 01:06:40.840   955  1068 D DrmLibTime: QSEE Time Listener: get_utc_seconds
[2026-09-01 01:06:41.124] [LOGCAT] 09-01 01:06:40.840   955  1068 D DrmLibTime: QSEE Time Listener: time_get_modem_time
[2026-09-01 01:06:41.124] [LOGCAT] 09-01 01:06:40.840   955  1068 D DrmLibTime: QSEE Time Listener: Checking if ATS_MODEM is set or not.
[2026-09-01 01:06:41.124] [LOGCAT] 09-01 01:06:40.840   955  1068 D QC-time-services: Lib:time_genoff_operation: pargs->base = 13
[2026-09-01 01:06:41.124] [LOGCAT] 09-01 01:06:40.840   955  1068 D QC-time-services: Lib:time_genoff_operation: pargs->operation = 2
[2026-09-01 01:06:41.124] [LOGCAT] 09-01 01:06:40.840   955  1068 D QC-time-services: Lib:time_genoff_operation: pargs->ts_val = 0
[2026-09-01 01:06:41.124] [LOGCAT] 09-01 01:06:40.840   955  1068 D QC-time-services: Lib:time_genoff_operation: Send to server  passed!!
[2026-09-01 01:06:41.124] [LOGCAT] 09-01 01:06:40.840  1381  1390 D QC-time-services: Daemon: Connection accepted:time_genoff
[2026-09-01 01:06:41.124] [LOGCAT] 09-01 01:06:40.842  1381 21280 D QC-time-services: Daemon:Received base = 13, unit = 1, operation = 2,value = 0
[2026-09-01 01:06:41.124] [LOGCAT] 09-01 01:06:40.842  1381 21280 D QC-time-services: Daemon:genoff_opr: Base = 13, val = 0, operation = 2
[2026-09-01 01:06:41.124] [LOGCAT] 09-01 01:06:40.842  1381 21280 D QC-time-services: offset is: 1 for base: 13
[2026-09-01 01:06:41.124] [LOGCAT] 09-01 01:06:40.842   955  1068 E QC-time-services: Receive Passed == base = 13, unit = 1, operation = 2, result = 0
[2026-09-01 01:06:41.125] [LOGCAT] 09-01 01:06:40.842   955  1068 D DrmLibTime: QSEE Time Listener: ATS_MODEM is set. Try to retrieve it.
[2026-09-01 01:06:41.125] [LOGCAT] 09-01 01:06:40.843  1381  1390 E QC-time-services: Daemon: Time-services: Waiting to acceptconnection
[2026-09-01 01:06:41.125] [LOGCAT] 09-01 01:06:40.843  1381  1390 D QC-time-services: Daemon: Connection accepted:time_genoff
[2026-09-01 01:06:41.125] [LOGCAT] 09-01 01:06:40.844  1381 21281 D QC-time-services: Daemon:Received base = 13, unit = 1, operation = 1,value = 0
[2026-09-01 01:06:41.125] [LOGCAT] 09-01 01:06:40.844  1381 21281 D QC-time-services: Daemon:genoff_opr: Base = 13, val = 0, operation = 1
[2026-09-01 01:06:41.125] [LOGCAT] 09-01 01:06:40.844  1381 21281 D QC-time-services: Daemon: genoff get for 13
[2026-09-01 01:06:41.125] [LOGCAT] 09-01 01:06:40.844  1381 21281 D QC-time-services: Daemon:Value read from QTimer mseconds = 91683298
[2026-09-01 01:06:41.125] [LOGCAT] 09-01 01:06:40.844  1381 21281 D QC-time-services: Daemon:Value read from RTC mseconds on boot = 3074357000
[2026-09-01 01:06:41.125] [LOGCAT] 09-01 01:06:40.844  1381 21281 D QC-time-services: Daemon:Value read from QTimer mseconds = 91683298
[2026-09-01 01:06:41.125] [LOGCAT] 09-01 01:06:40.844  1381 21281 D QC-time-services: Daemon:Value read from generic offset = 1785038969320
[2026-09-01 01:06:41.125] [LOGCAT] 09-01 01:06:40.844  1381 21281 D QC-time-services: Daemon:Delta read on boot mseconds = 3074349096
[2026-09-01 01:06:41.125] [LOGCAT] 09-01 01:06:40.844  1381 21281 D QC-time-services: Daemon:Final Time = 1788205001714
